,True ID,Id,industry,name,market_cap,stock,country,founded_year,ceo,web_page
2372,301,165570,,AP Moller - Maersk A-S,,,,,CEO: Mr. Soren Skou,
2373,301,165571,Marine Shipping,AP Moller - Maersk A-S,$64.40 B,MAERSK.B,Denmark,,,
2374,301,165572,Marine Shipping,AP Moller - Maersk A-S,,MAERSK.B,Denmark,,,
2375,301,165573,industrials,AP Moller - Maersk A-S,,MAERSK.B,denmark,,,
2376,301,183812,Marine Shipping,AP Moller - Maersk A-S,$64.40 B,MAERSK.B,Denmark,,,
2377,302,79656,,V & A LIMITED,,,,,,
2378,3011112,80088,,V & L LIMITED,,,,,,
2379,302,82772,,V & A LIMITED,,,,,,
2380,3011112,82959,,V & L LIMITED,,,,,,
2381,303,80342,,V & S (NO 8) LIMITED,,,,,,
2382,303,80345,,V & S (NO 9) LIMITED,,,,,,
2383,303,83106,,V & S (NO 8) LIMITED,,,,,,
2384,303,83107,,V & S (NO 9) LIMITED,,,,,,
2385,304,82750,,V AESTHETICA LTD,,,,,,
2386,304,82756,,V AESTHETICS LTD,,,,,,
2387,305,79570,,V A E ENTERPRISES LIMITED,,,,,,
2388,3011115,80285,,V & O ENTERPRISES LIMITED,,,,,,
2389,3022225,80419,,V & P ENTERPRISES LIMITED,,,,,,
2390,305,82746,,V A E ENTERPRISES LIMITED,,,,,,
2391,3011115,83032,,V & O ENTERPRISES LIMITED,,,,,,
2392,3022225,83050,,V & P ENTERPRISES LIMITED,,,,,,
2393,306,33284,,Nano Dimension,$0.63 B,,USA,,,
2394,306,52450,"['Technology', 'Computers Hardware']",Nano Dimension,,,Israel,,,https://www.nano-di.com/
2395,306,74184,,Nano Dimension,$0.63 B,,USA,,,
2396,306,97373,,Nano Dimension,,,USA,,,
2397,306,115586,,Nano Dimension Ltd.,$890.0 Million,,,,Mr. Yoav  Stern,
2398,306,143425,,Nano Dimension,$0.63 B,NNDM,USA,,,
2399,306,150062,"['3DPrinting', 'Tech']",Nano Dimension,$0.55 B,NNDM,USA,,,
2400,306,158963,,Nano Dimension,$0.65 B,NNDM,USA,,,
2401,306,170196,,Nano Dimension,$0.65 B,NNDM,,,,https://companiesmarketcap.com/nano-dimension/marketcap/
2402,306,183344,,Nano Dimension,$0.64 B,,usa,,,
2403,307,12775,Utilities,A2A,,,Italy,,Renato Mazzoncini,
2404,307,12776,,A2A,$5.33 B,,Italy,,,
2405,307,18975,"['Utilities', 'Electric Utilities', 'Water Utilities', 'Gas Utilities', 'Waste and Trash Management']",A2A,,,Italy,,Not found,
2406,307,18976,"['Utilities', 'Electric Utilities', 'Water Utilities']",A2A,,,,,,
2407,307,36158,Utilities,A2A,,,,2008,,
2408,307,57532,,A2A,,,Italy,,,
2409,307,57533,,A2A,6.708 Billion USD,,Italy,,,
2410,307,121338,,A2A S.p.A.,€4.83 Billion,,,,Mr. Renato  Mazzoncini,
2411,307,184819,Utilities,A2A,,,Brescia,2008,,
2412,308,5758,Power,A2A SpA,$4.8B,,Italy,,,www.a2a.eu/it
2413,308,161002,"Transportation, Communications, Electric, Gas, and Sanitary Services",A2a Spa,,,,,,
2414,309,161117,"Transportation, Communications, Electric, Gas, and Sanitary Services",A2a Energia Spa,,,,,,
2415,309,163566,utilities,a2a,,,italy,,,
2416,310,2759,Financial Services,Arab National Bank,$11.2B,,Saudi Arabia,,,www.anb.com.sa
2417,310,12382,Banking,Arab National Bank,,,Saudi Arabia,,Obaid bin Abdullah Al-Rashid,
2418,310,12383,,Arab National Bank,$12.8 B,,Saudi Arabia,,,
2419,310,17562,"['Financial Services', 'Banking Services']",ARAB NATIONAL BANK,,,Saudi Arabia,,Not found,
2420,310,29421,,Arab National Bank,$11.46 B,,Saudi Arabia,,,
2421,310,44218,"['Financial Services', 'Banking Services']",Arab National Bank,,,Saudi Arabia,,,https://www.anb.com.sa/
2422,310,55497,,ARAB NATIONAL BANK,,,Saudi Arabia,,,
2423,310,55498,,ARAB NATIONAL BANK,9.234 Billion USD,,Saudi Arabia,,,
2424,310,55499,"['Financial Services', 'Banking Services']",ARAB NATIONAL BANK,,,,,,
2425,310,93458,,Arab National Bank,,,S. Arabia,,,
2426,310,121055,,Arab National Bank,SR43.79 Billion,,,,Mr. Obaid Abdullah Obaid Al-Rasheed,
2427,310,139525,,Arab National Bank,$12.82 B,1080.SR,S. Arabia,,,
2428,310,153021,"['Banks', 'Financialservices']",Arab National Bank,$12.12 B,1080.SR,Saudi Arabia,,,
2429,310,155165,,Arab National Bank,$11.88 B,1080.SR,S. Arabia,,,
2430,310,178640,,Arab National Bank,$11.22 B,,saudi-arabia,,,
2431,310,190569,Banking,Arab National Bank,,,"Riyadh, Saudi Arabia",1949.0,,
2432,311,18112,"['Financial Services', 'Insurance']",INSURANCE AUSTRALIA GROUP,,,Australia,,Not found,
2433,311,29741,,Insurance Australia Group,$8.55 B,,Australia,,,
2434,311,44623,"['Financial Services', 'Insurance']",Insurance Australia Group,,,Australia,,,https://www.iag.com.au/
2435,311,56260,,INSURANCE AUSTRALIA GROUP,,,Australia,,,
2436,311,56261,,INSURANCE AUSTRALIA GROUP,9.650 Billion USD,,Australia,,,
2437,311,85688,"['Financial Services', 'Insurance']",INSURANCE AUSTRALIA GROUP,,,,,,
2438,311,93964,,Insurance Australia Group,,,Australia,,,
2439,311,140016,,Insurance Australia Group,$7.87 B,IAG.AX,Australia,,,
2440,311,152708,['Insurance'],Insurance Australia Group,$8.04 B,IAG.AX,Australia,,,
2441,311,155547,,Insurance Australia Group,$8.27 B,IAG.AX,Australia,,,
2442,311,178551,,Insurance Australia Group,$8.38 B,,australia,,,
2443,312,487,Banks,National Australia Bank Limited,$81.03 B,NAB,Australia,1982," Mr. Ross Maxwell McEwan B.B.S., CBE",
2444,312,6107,Financial Services,National Australia Bank Ltd,$69.7B,,Australia,,,www.nab.com.au
2445,312,8305,Banks,National Australia Bank Limited,,NAB,Australia,,"Mr. Ross Maxwell McEwan B.B.S., CBE",
2446,312,15359,"['Financial Services', 'Banking Services']",NATIONAL AUSTRALIA BANK,,,Australia,,Philip Chronican,
2447,312,28253,,National Australia Bank,$69.41 B,,Australia,,,
2448,312,40299,,NATIONAL AUSTRALIA BANK,69.04 Billion USD,,Australia,1981.0,Ross McEwan,
2449,312,40300,,NATIONAL AUSTRALIA BANK,69.046 Billion USD,,Australia,,,
2450,312,40301,"['Financial Services', 'Banking Services']",NATIONAL AUSTRALIA BANK,,,,,Ross McEwan,
2451,312,42510,"['Financial Services', 'Banking Services']",National Australia Bank,,,Australia,,Ross McEwan,https://www.nab.com.au/
2452,312,72702,,National Australia Bank,$67.23 B,,Australia,,,
2453,312,92505,,National Australia Bank,,,Australia,,,
2454,312,123028,,National Australia Bank Limited,A$108.03 Billion,,,,"Mr. Ross Maxwell McEwan B.B.S., CBE",
2455,312,138525,,National Australia Bank,$66.00 B,NAB.AX,Australia,,,
2456,312,145465,,National Australia Bank Limited,A$108.03 Billion,,,,"Mr. Ross Maxwell McEwan B.B.S., CBE",
2457,312,153786,"['Banks', 'Financialservices']",National Australia Bank,$63.92 B,NAB.AX,Australia,,,
2458,312,154114,,National Australia Bank,$69.52 B,NAB.AX,Australia,,,
2459,312,165321,,National Australia Bank Limited,,,,,"CEO: Mr. Ross Maxwell McEwan B.B.S., CBE",
2460,312,165322,Banks,National Australia Bank Limited,$81.03 B,NAB,Australia,,,
2461,312,165323,Banks,National Australia Bank Limited,,NAB,Australia,,,
2462,312,165324,financials,National Australia Bank Limited,,NAB,australia,,,
2463,312,179705,,National Australia Bank,$69.56 B,,australia,,,
2464,313,24742,"['Financial Services', 'Banking Services']",NATIONAL BANK HOLDINGS CORPORATION,,,USA,,Not found,
2465,313,32163,,National Bank Holdings,$1.59 B,,USA,,,
2466,313,67181,,NATIONAL BANK HOLDINGS CORPORATION,,,USA,,,
2467,313,67182,,NATIONAL BANK HOLDINGS CORPORATION,1.155 Billion USD,,USA,,,
2468,313,77153,,National Bank Holdings,$1.59 B,,USA,,,
2469,313,90583,"['Financial Services', 'Banking Services']",NATIONAL BANK HOLDINGS CORPORATION,,,,,,
2470,313,96211,,National Bank Holdings,,,USA,,,
2471,313,142324,,National Bank Holdings,$1.58 B,NBHC,USA,,,
2472,313,147976,"['Banks', 'Financialservices']",National Bank Holdings,$1.58 B,NBHC,USA,,,
2473,313,157830,,National Bank Holdings,$1.65 B,NBHC,USA,,,
2474,313,169583,,National Bank Holdings,$1.65 B,NBHC,,,,https://companiesmarketcap.com/national-bank-holdings/marketcap/
2475,313,180877,,National Bank Holdings,$1.62 B,,usa,,,
2476,314,3452,Financial Services,National Bank of Greece SA,$4.1B,,Greece,,,www.nbg.gr
2477,314,12155,Banking,National Bank of Greece,,,Greece,,Paul K. Mylonas,
2478,314,12156,,National Bank of Greece,$4 B,,Greece,,,
2479,314,21202,"['Financial Services', 'Banking Services']",NATIONAL BANK OF GREECE,,,Greece,,Not found,
2480,314,35870,Financials,National Bank of Greece,,,,1841,,
2481,314,61190,,NATIONAL BANK OF GREECE,,,Greece,,,
2482,314,61191,,NATIONAL BANK OF GREECE,2.751 Billion USD,,Greece,,,
2483,314,87960,"['Financial Services', 'Banking Services']",NATIONAL BANK OF GREECE,,,,,,
2484,314,190456,Banking,National Bank of Greece,,,"Athens, Greece",1841.0,,
2485,315,5814,Financial Services,Qatar National Bank,$43.1B,,Qatar,,,www.qnb.com
2486,315,8673,,qatar national bank,,,qatar,,,
2487,315,9921,Banking,Qatar National Bank,,,Qatar,,Abdulla Mubarak Nasser Al-Khalifa,
2488,315,9922,,Qatar National Bank,$59.09 B,,Qatar,,,
2489,315,14006,,Qatar National Bank,,,,,,
2490,315,14771,,Qatar National Bank,,,,,,
2491,315,15507,"['Financial Services', 'Banking Services', 'Asset Management', 'Securities', 'Credit Cards', 'Insurance']",QATAR NATIONAL BANK,,,Qatar,,HE Ali Ahmed Al Kuwari,
2492,315,40632,,QATAR NATIONAL BANK,51.15 Billion USD,,Qatar,1964.0,Abdulla Mubarak Al-Khalifa,
2493,315,40633,,QATAR NATIONAL BANK,47.782 Billion USD,,Qatar,,HE Ali Ahmed Al Kuwari,
2494,315,40634,"['Financial Services', 'Banking Services', 'Asset Management']",QATAR NATIONAL BANK,,,,,Abdulla Mubarak Al-Khalifa,
2495,315,42629,"['Financial Services', 'Banking Services', 'Asset Management', 'Securities', 'Credit Cards', 'Insurance']",Qatar National Bank,,,Qatar,,Abdulla Mubarak Al-Khalifa,https://www.qnb.com
2496,315,189515,Banking,Qatar National Bank,,,"Doha, Qatar",1964.0,,
2497,316,6084,Financial Services,Hanwha Life Insurance Co Ltd,$2.0B,,South Korea,,,www.hanwhalife.com
2498,316,23182,"['Financial Services', 'Insurance']",HANWHA LIFE INSURANCE,,,South Korea,,Not found,
2499,316,64462,,HANWHA LIFE INSURANCE,,,South Korea,,,
2500,316,64463,,HANWHA LIFE INSURANCE,2.172 Billion USD,,South Korea,,,
2501,316,89424,"['Financial Services', 'Insurance']",HANWHA LIFE INSURANCE,,,,,,
2502,317,8954,,samsung life insurance,,,south korea,,,
2503,317,10539,Insurance,Samsung Life Insurance,,,South Korea,,Young-Muk Jeon,
2504,317,10540,,Samsung Life Insurance,,,,,,
2505,317,10541,,Samsung Life Insurance,$9.59 B,,South Korea,,,
2506,317,14287,,Samsung Life Insurance,,,,,,
2507,317,17588,"['Financial Services', 'Insurance']",SAMSUNG LIFE INSURANCE,,,South Korea,,Not found,
2508,317,17589,,SAMSUNG LIFE INSURANCE,,,South Korea,,,
2509,317,17590,,SAMSUNG LIFE INSURANCE,11.444 Billion USD,,South Korea,,,
2510,317,17591,"['Financial Services', 'Insurance']",SAMSUNG LIFE INSURANCE,,,,,,
2511,317,29556,,Samsung Life Insurance,$10.31 B,,South Korea,,,
2512,317,44233,"['Financial Services', 'Insurance']",Samsung Life Insurance,,,South Korea,,,http://www.samsunglife.com/
2513,317,73599,,Samsung Life Insurance,$10.31 B,,South Korea,,,
2514,317,93698,,Samsung Life Insurance,,,S. Korea,,,
2515,317,139756,,Samsung Life Insurance,$10.07 B,032830.KS,S. Korea,,,
2516,317,152874,['Insurance'],Samsung Life Insurance,$9.91 B,032830.KS,South Korea,,,
2517,317,155313,,Samsung Life Insurance,$10.37 B,032830.KS,S. Korea,,,
2518,317,172315,,Samsung Life Insurance,$10.37 B,032830.KS,,,,https://companiesmarketcap.com/samsung-life-insurance/marketcap/
2519,317,179251,,Samsung Life Insurance,$10.40 B,,south-korea,,,
2520,317,189794,Insurance,Samsung Life Insurance,,,"Seoul, South Korea",1957.0,,
2521,318,16705,"['Financial Services', 'Insurance']",SBI LIFE INSURANCE COMPANY,,,India,,Mahesh Kumar Sharma,
2522,318,29122,,SBI Life Insurance,$15.96 B,,India,,,
2523,318,43545,"['Financial Services', 'Insurance']",Sbi Life Insurance Company,,,India,,Mahesh Kumar Sharma,https://www.sbilife.co.in/
2524,318,53719,,SBI LIFE INSURANCE COMPANY,,,India,,Mahesh Kumar Sharma,
2525,318,53720,,SBI LIFE INSURANCE COMPANY,17.080 Billion USD,,India,,,
2526,318,53721,"['Financial Services', 'Insurance']",SBI LIFE INSURANCE COMPANY,,,,,Mahesh Kumar Sharma,
2527,318,93303,,SBI Life Insurance,,,India,,,
2528,318,126541,Insurance,SBI Life Insurance Company,,,,2001 (22 yrs old),,
2529,318,139343,,SBI Life Insurance,$15.55 B,SBILIFE.NS,India,,,
2530,318,153174,['Insurance'],SBI Life Insurance,$15.38 B,SBILIFE.NS,India,,,
2531,318,154906,,SBI Life Insurance,$16.03 B,SBILIFE.NS,India,,,
2532,318,172458,,SBI Life Insurance,$16.03 B,SBILIFE.NS,,,,https://companiesmarketcap.com/sbi-life-insurance/marketcap/
2533,318,179172,,SBI Life Insurance,$16.15 B,,india,,,
2534,319,3467,Technology and Communications,AAC Technologies Holdings Inc,$3.2B,,China,,,www.aactechnologies.com
2535,319,107599,,AAC TECHNOLOGIES HOLDINGS INC,,,UNITED STATES,,,https://www.info-clipper.com/en/company/united-states/aac-technologies-holdings-inc.usd1ecico.html
2536,319,109529,,AAC TECHNOLOGIES HOLDINGS INC,,,UNITED STATES,,,https://www.info-clipper.com/en/company/united-states/aac-technologies-holdings-inc.usd1ecico.html
2537,319,116537,,ABC Technologies Holdings Inc.,C$340.3 Million,,,,Mr. Todd P. Sheppelman,
2538,320,1301,Software—Application,"SS&C Technologies Holdings, Inc.",$19.15 B,SSNC,United States,"March 1, 1986", Mr. William C. Stone,
2539,320,4534,Technology and Communications,SS&C Technologies Holdings Inc,$14.1B,,United States of America,,,www.ssctech.com
2540,320,7787,Software—Application,"SS&C Technologies Holdings, Inc.",,SSNC,United States,,Mr. William C. Stone,
2541,320,12663,IT Software & Services,SS&C Technologies,,,United States,,William Charles Stone,
2542,320,12664,,SS&C Technologies,$17.52 B,,United States,,,
2543,320,16387,"['Technology', 'Software and IT', 'Software Products']",SS&C TECHNOLOGIES HOLDINGS,,,USA,,William C. Stone,
2544,320,27903,"['Financial Technology', 'Software Products']","SS&C Technologies Holdings, Inc.",,,,"['Windsor', 'Connecticut']",,"['www', '.ssctech', '.com']"
2545,320,29218,,SS&C Technologies,$14.17 B,,USA,,,
2546,320,53005,,SS&C TECHNOLOGIES HOLDINGS,,,USA,,William C. Stone,
2547,320,53006,,SS&C TECHNOLOGIES HOLDINGS,19.313 Billion USD,,USA,,William C. Stone,
2548,320,53007,"['Technology', 'Software and IT', 'Software Products']",SS&C TECHNOLOGIES HOLDINGS,,,,,William C. Stone,
2549,320,93415,,SS&C Technologies,,,USA,,,
2550,320,125150,,"SS&C Technologies Holdings, Inc.",$19.15 Billion,,,,Mr. William C. Stone,
2551,320,127002,Software Product,SS&C TECHNOLOGIES,,,,1986 (37 yrs old),,
2552,320,139482,,SS&C Technologies,$13.27 B,SSNC,USA,,,
2553,320,146336,,"Ss&c Technologies Holdings, Inc.",$19.15 Billion,,,,Mr. William C. Stone,
2554,320,153060,"['Software', 'Tech']",SS&C Technologies,$12.71 B,SSNC,USA,,,
2555,320,155011,,SS&C Technologies,$14.02 B,SSNC,USA,,,
2556,320,168545,Software—Application,"SS&C Technologies Holdings, Inc.",$19.15 B,SSNC,United States,,,
2557,320,168546,Software—Application,"SS&C Technologies Holdings, Inc.",,SSNC,United States,,,
2558,320,168821,technology,"SS&C Technologies Holdings, Inc.",,SSNC,united states,,,
2559,320,174337,,SS&C Technologies,$13.64 B,SSNC,,,,https://companiesmarketcap.com/ssc-technologies/marketcap/
2560,320,178478,,SS&C Technologies,$14.32 B,,usa,,,
2561,321,4250,Consumer Packaged Goods,AAK AB,$4.6B,,Sweden,,,www.aak.com
2562,321,30616,,AAK,$4.58 B,,Sweden,,,
2563,321,94783,,AAK,,,Sweden,,,
2564,321,117951,,AAK AB,€4.30 Billion,,,,Mr. Johan  Westman,
2565,321,140765,,AAK,$4.64 B,AAK.ST,Sweden,,,
2566,321,147572,['Food'],AAK,$4.47 B,AAK.ST,Sweden,,,
2567,321,156361,,AAK,$4.60 B,AAK.ST,Sweden,,,
2568,321,177513,,AAK,$4.59 B,,sweden,,,
2569,322,20863,"['Healthcare', 'HealthCare Products', 'Biotechnology']",GALAPAGOS NV,,,Belgium,,Not found,
2570,322,31232,,Galapagos NV,$3.04 B,,Belgium,,,
2571,322,46918,"['Healthcare', 'HealthCare Products', 'Biotechnology']",Galapagos Nv,,,Belgium,,,http://www.glpg.com/
2572,322,60605,,GALAPAGOS NV,,,Belgium,,,
2573,322,60606,,GALAPAGOS NV,3.889 Billion USD,,Belgium,,,
2574,322,77934,,Galapagos Nv,$3.04 B,,Belgium,,,
2575,322,87693,"['Healthcare', 'HealthCare Products', 'Biotechnology']",GALAPAGOS NV,,,,,,
2576,322,95415,,Galapagos NV,,,Belgium,,,
2577,322,95416,,Galapagos NV,$3.07 B,GLPG,Belgium,,,
2578,322,123267,,Galapagos NV,€6.82 Billion,,,,Mr. Onno  Van De Stolpe,
2579,322,141600,,Galapagos NV,$2.68 B,GLPG,Belgium,,,
2580,322,151609,"['Pharmaceuticals', 'Biotech']",Galapagos NV,$2.52 B,GLPG,Belgium,,,
2581,322,176691,,Galapagos NV,$3.15 B,,belgium,,,
2582,323,28624,,KBC,$31.15 B,,Belgium,,,
2583,323,73121,,Kbc,$25.24 B,,Belgium,,,
2584,323,92893,,KBC,,,Belgium,,,
2585,323,111090,,KBC Corp Ltd,CN¥18.65 Billion,,,,Not found,
2586,323,139013,,KBC,$24.90 B,KBCSF,Belgium,,,
2587,323,147022,[],KBC,$24.88 B,KBCSF,Belgium,,,
2588,323,154473,,KBC,$30.29 B,KBCSF,Belgium,,,
2589,323,179042,,KBC,$30.83 B,,belgium,,,
2590,324,990,Banks,KBC Group NV,$29.81 B,KDB,Belgium,, Mr. Johan  Thijs,
2591,324,5839,Financial Services,KBC Group NV,$30.9B,,Belgium,,,www.kbc.com
2592,324,7086,Financial services,KBC Group,,,,"1935; 87 years ago (1935) (Kredietbank), present name (KBC Group) dates from 2005",,
2593,324,8012,Banks,KBC Group NV,,KDB,Belgium,,Mr. Johan Thijs,
2594,324,8728,,kbc group,,,belgium,,,
2595,324,10029,Banking,KBC Group,,,Belgium,,Johan Thijs,
2596,324,10030,,KBC Group,$29.5 B,,Belgium,,,
2597,324,14061,,KBC Group,,,,,,
2598,324,14826,,KBC Group,,,,,,
2599,324,15753,"['Financial Services', 'Banking Services']",KBC GROUP NV,,,Belgium,,Koenraad Debackere,
2600,324,41089,,KBC GROUP NV,38.02 Billion USD,,Belgium,1935.0,Johan Thijs,
2601,324,41090,,KBC GROUP NV,35.530 Billion USD,,Belgium,,,
2602,324,41091,"['Financial Services', 'Banking Services']",KBC GROUP NV,,,,,Johan Thijs,
2603,324,42815,"['Financial Services', 'Banking Services']",Kbc Group Nv,,,Belgium,,Johan Thijs,https://www.kbc.com
2604,324,123276,,KBC Group NV,€26.98 Billion,,,,Mr. Johan  Thijs,
2605,324,145976,,Kbc Group Nv,€26.98 Billion,,,,Mr. Johan  Thijs,
2606,324,167028,,KBC Group NV,,,,,CEO: Mr. Johan Thijs,
2607,324,167029,Banks,KBC Group NV,$29.81 B,KDB,Belgium,,,
2608,324,167030,Banks,KBC Group NV,,KDB,Belgium,,,
2609,324,167031,financials,KBC Group NV,,KDB,belgium,,,
2610,324,189570,Banking,KBC Group,,,"Brussels, Belgium",1935.0,,
2611,325,25461,"['Technology', 'Software and IT', 'Software Products']",MATERIALISE NV,,,Belgium,,Not found,
2612,325,33365,,Materialise NV,$0.58 B,,Belgium,,,
2613,325,34569,Technology,Materialise NV,,,,1990,,
2614,325,50893,"['Technology', 'Software and IT', 'Software Products']",Materialise Nv,,,Belgium,,,https://www.materialise.com/
2615,325,68404,,MATERIALISE NV,,,Belgium,,,
2616,325,68405,,MATERIALISE NV,1.304 Billion USD,,Belgium,,,
2617,325,76154,,Materialise Nv,$0.58 B,,Belgium,,,
2618,325,91106,"['Technology', 'Software and IT', 'Software Products']",MATERIALISE NV,,,,,,
2619,325,97597,,Materialise NV,,,Belgium,,,
2620,325,123239,,Materialise NV,$1.15 Billion,,,,Mr. Wilfried  Vancraen,
2621,325,143557,,Materialise NV,$0.56 B,MTLS,Belgium,,,
2622,325,148218,"['3DPrinting', 'Software', 'Tech']",Materialise NV,$0.53 B,MTLS,Belgium,,,
2623,325,159141,,Materialise NV,$0.56 B,MTLS,Belgium,,,
2624,325,183446,,Materialise NV,$0.58 B,,belgium,,,
2625,325,186409,Technology,Materialise NV,,,Leuven,1990,,
2626,326,20356,"['Industries', 'Capital Goods', 'Building Products and Equipment']",AAON,,,USA,,Not found,
2627,326,30864,,Aaon,$3.89 B,,USA,,,
2628,326,46461,"['Industries', 'Capital Goods', 'Building Products and Equipment']",Aaon,,,USA,,,https://www.aaon.com/
2629,326,59747,,AAON,,,USA,,,
2630,326,59748,,AAON,3.569 Billion USD,,USA,,,
2631,326,73804,,Aaon,$3.89 B,,USA,,,
2632,326,87293,"['Industries', 'Capital Goods', 'Building Products and Equipment']",AAON,,,,,,
2633,326,94950,,Aaon,,,USA,,,
2634,326,140896,,Aaon,$4.24 B,AAON,USA,,,
2635,326,147597,[],Aaon,$4.15 B,AAON,USA,,,
2636,326,156522,,Aaon,$4.14 B,AAON,USA,,,
2637,326,169059,,Aaon,$4.14 B,AAON,,,,https://companiesmarketcap.com/aaon/marketcap/
2638,326,175316,,Aaon,$4.20 B,AAON,,,,https://companiesmarketcap.com/aaon/marketcap/
2639,326,177245,,Aaon,$4.10 B,,usa,,,
2640,327,2666,Aerospace and Defense,AAR Corp,$1.7B,,United States of America,,,www.aarcorp.com
2641,327,24601,"['Industries', 'Aerospace and Defense', 'Aircrafts']",AAR CORP,,,USA,,Not found,
2642,327,66929,,AAR CORP,,,USA,,,
2643,327,66930,,AAR CORP,1.201 Billion USD,,USA,,,
2644,327,90481,"['Industries', 'Aerospace and Defense', 'Aircrafts']",AAR CORP,,,,,,
2645,328,13538,Diversified Financials,Aareal Bank,,,Germany,,Jochen Klösges,
2646,328,13539,,Aareal Bank,$2.1 B,,Germany,,,
2647,328,23269,"['Financial Services', 'Banking Services']",AAREAL BANK AG,,,Germany,,Not found,
2648,328,31766,,Aareal Bank,$2.14 B,,Germany,,,
2649,328,35355,Financials,Aareal Bank,,,,1922,,
2650,328,64633,,AAREAL BANK AG,,,Germany,,,
2651,328,64634,,AAREAL BANK AG,1.592 Billion USD,,Germany,,,
2652,328,77483,,Aareal Bank,$2.14 B,,Germany,,,
2653,328,89501,"['Financial Services', 'Banking Services']",AAREAL BANK AG,,,,,,
2654,328,95903,,Aareal Bank,,,Germany,,,
2655,328,141952,,Aareal Bank,$2.09 B,ARL.F,Germany,,,
2656,328,151381,"['Banks', 'Financialservices']",Aareal Bank,$2.08 B,ARL.F,Germany,,,
2657,328,157497,,Aareal Bank,$2.14 B,ARL.F,Germany,,,
2658,328,171773,,Aareal Bank,$2.14 B,ARL.F,,,,https://companiesmarketcap.com/aareal-bank/marketcap/
2659,328,181318,,Aareal Bank,$2.15 B,,germany,,,
2660,328,185525,Financials,Aareal Bank,,,Wiesbaden,1922,,
2661,329,22307,"['Basic Materials', 'Chemicals']",AARTI INDUSTRIES,,,India,,Not found,
2662,329,31560,,Aarti Industries,$2.48 B,,India,,,
2663,329,48150,"['Basic Materials', 'Chemicals']",Aarti Industries,,,India,,,http://www.aarti-industries.com/
2664,329,62922,,AARTI INDUSTRIES,,,India,,,
2665,329,62923,,AARTI INDUSTRIES,2.257 Billion USD,,India,,,
2666,329,77657,,Aarti Industries,$2.48 B,,India,,,
2667,329,88759,"['Basic Materials', 'Chemicals']",AARTI INDUSTRIES,,,,,,
2668,329,95558,,Aarti Industries,,,India,,,
2669,329,126628,Chemicals,Aarti Industries,,,,1975 (48 yrs old),,
2670,329,141498,,Aarti Industries,$2.84 B,AARTIIND.NS,India,,,
2671,329,151759,['Chemicals'],Aarti Industries,$2.91 B,AARTIIND.NS,India,,,
2672,329,157247,,Aarti Industries,$2.54 B,AARTIIND.NS,India,,,
2673,329,172524,,Aarti Industries,$2.54 B,AARTIIND.NS,,,,https://companiesmarketcap.com/aarti-industries/marketcap/
2674,329,176746,,Aarti Industries,$2.58 B,,india,,,
2675,330,651,Discount Stores,Dollar General Corporation,$54.30 B,DG,United States,October 1939, Mr. Todd J. Vasos,
2676,330,8220,Discount Stores,Dollar General Corporation,,DG,United States,,Mr. Todd J. Vasos,
2677,330,15476,"['Consumer Defensive', 'Retail', 'Consumer Services']",DOLLAR GENERAL CORPORATION,,,USA,,David Perdue,
2678,330,27037,['Discount retailer'],Dollar General Corporation,,,,"['October\xa01939', ' (as J.L. Turner and Son)', 'June\xa01955', ' (as Dollar General)']",,"['www', '.dollargeneral', '.com']"
2679,330,40530,,DOLLAR GENERAL CORPORATION,55.21 Billion USD,,USA,1939.0,Todd J Vasos,
2680,330,40531,,DOLLAR GENERAL CORPORATION,52.007 Billion USD,,USA,,David Perdue,
2681,330,40532,"['Consumer Defensive', 'Retail', 'Consumer Services']",DOLLAR GENERAL CORPORATION,,,,,Todd J Vasos,
2682,330,42605,"['Consumer Defensive', 'Retail', 'Consumer Services']",Dollar General Corporation,,,USA,,Todd J Vasos,https://www.dollargeneral.com/
2683,330,125904,,Dollar General Corporation,$54.30 Billion,,,,Mr. Todd J. Vasos,
2684,330,145653,,Dollar General Corporation,$54.30 Billion,,,,Mr. Todd J. Vasos,
2685,330,165843,,Dollar General Corporation,,,,,CEO: Mr. Todd J. Vasos,
2686,330,165844,Discount Stores,Dollar General Corporation,$54.30 B,DG,United States,,,
2687,330,165845,Discount Stores,Dollar General Corporation,,DG,United States,,,
2688,330,165846,consumer staples,Dollar General Corporation,,DG,united states,,,
2689,330,183831,Discount Stores,Dollar General Corporation,$54.30 B,DG,United States,,,
2690,331,553,Aerospace & Defense,General Dynamics Corporation,$70.55 B,GD,United States,"February 7, 1899", Ms. Phebe N. Novakovic,
2691,331,6450,Aerospace and Defense,General Dynamics Corp,$65.1B,,United States of America,,,www.gd.com
2692,331,8288,Aerospace & Defense,General Dynamics Corporation,,GD,United States,,Ms. Phebe N. Novakovic,
2693,331,15424,"['Industries', 'Aerospace Products', 'Defense Products', 'Aeroplane', 'Weapons', 'Security Systems and Solutions', 'Weapons', 'Marine Systems', 'Marine Transportation', 'Transportation', 'Capital Goods', 'Aerospace and Defense', 'Space Products']",GENERAL DYNAMICS CORPORATION,,,USA,,Nicholas Chabraja,
2694,331,40458,,GENERAL DYNAMICS CORPORATION,59.22 Billion USD,,USA,1952.0,Phebe Novakovic,
2695,331,40459,,GENERAL DYNAMICS CORPORATION,55.995 Billion USD,,USA,,Nicholas Chabraja,
